cashConversionCycle,priceBookValueRatio,weightedAverageShsOutDil,returnOnCapitalEmployed,debtRatio,researchAndDevelopmentExpenses,marketCap,accountsPayables,operatingCycle,fiveYRevenueGrowthPerShare,priceCashFlowRatio,averageReceivables,interestCoverage,calendarYear,netCashProvidedByOperatingActivities,netIncome,workingCapital,incomeBeforeTax,operatingCashFlow,netCashUsedForInvestingActivites,sellingAndMarketingExpenses,operatingExpenses,tenYRevenueGrowthPerShare,stockBasedCompensation,revenue,netIncomePerShare,netChangeInCash,evToOperatingCashFlow,priceToSalesRatio,operatingCashFlowGrowth,cashAtBeginningOfPeriod,otherFinancingActivites,ptbRatio,operatingIncome,daysOfInventoryOutstanding,assetGrowth,revenueGrowth,shareholdersEquityPerShare,generalAndAdministrativeExpenses,daysOfInventoryOnHand,weightedAverageShsOut,stockBasedCompensationToRevenue,bookValueperShareGrowth,sellingGeneralAndAdministrativeExpenses,costAndExpenses,epsdiluted,ebitda,assetTurnover,ebitPerRevenue,grossProfit,Layoffs,Ticker,Company Name
165.7867737963597,2.662786712750129,56966666.66666666,0.1212059570407409,0.4564872238700383,204700000.0,7671537000.0,27333333.33333333,215.2422673392328,1.2140760148120795,13.610305860613266,455277333.3333333,15.635619973066882,2021.0,560566666.6666666,411500000.0,1653000000.0,507166666.6666667,560566666.6666666,-1653000000.0,0.0,698933333.3333334,2.5724724573360223,37066666.66666666,2942200000.0,7.288975526247184,164900000.0,16.601541696157266,2.75371837903773,0.3907372952293262,662966666.6666666,1663733333.3333333,2.662786712750129,608233333.3333334,151.7829466023297,0.612502947368269,0.2316403344342877,56.65016267441643,0.0,151.7829466023297,56766666.66666666,0.0125966956103194,0.2719988699670907,291033333.3333333,2315566666.6666665,7.26076002393776,724100000.0,0.5183573305642724,0.2070557364669161,1325566666.6666667,0,MKSI,"MKS Instruments, Inc."
9.822765046269849,8.288990811053313,250536000.0,0.3121713093038428,0.7000300125620317,1291561000.0,52897761480.0,27330000.0,21.28957614851257,11.819779560101212,4.929879650860282,323363500.0,0.0,2021.0,10730031000.0,3624120000.0,6954828000.0,3026947000.0,10730031000.0,-1124740000.0,663689000.0,3494950000.0,11.819779560101212,820685000.0,7839444000.0,17.29031888704414,12824633000.0,4.631131772126287,6.747641985834711,2.571831215650767,4856029000.0,3284225000.0,8.288990811053313,3076570000.0,0.0,2.633291343703452,5.136642345365607,30.4464084654873,909392000.0,0.0,209604000.0,0.1046866333887964,2.649955471159597,1573081000.0,4762874000.0,14.465466040808506,3090598000.0,0.3684914633415474,0.3924474745913103,6571520000.0,1,COIN,"Coinbase Global, Inc."
-59.31518724006463,2.68152968924066,143750000.0,0.0993925049231254,0.8365994754038931,0.0,48167467260.047295,0.0,66.8682086048919,0.0268433719729903,-1.9892577650355288,0.0,9.21978311429167,2021.0,5572333333.333333,3682333333.3333335,-1777666666.6666667,3226333333.333333,5572333333.333333,-6297333333.333333,11967666666.666666,17645000000.0,0.1749339413557163,0.0,125490333333.33331,23.061934585942936,2033666666.6666667,-5.167295546507551,0.3858083738802273,-0.438596570208462,14192333333.333334,11354000000.0,2.68152968924066,4121333333.3333335,66.8682086048919,0.0646895196346913,0.0438764013004963,124.67872883321736,5280000000.0,66.8682086048919,143700000.0,0.0,-0.0975429841228667,17247666666.666668,121816000000.0,23.04270934817908,9463666666.666666,1.1309678718052725,0.0341227483790108,21319333333.33333,0,ELUXY,AB Electrolux (publ)
122.95344578951337,353.63354529564134,123555757.33333331,0.1439332556285587,1.151450841959783,0.0,2788720494.4933333,120990.33333333331,163.8113925687274,2.5793755261230613,23658.4872322982,38672000.0,5.562780628016892,2021.0,16679485.0,12085671.0,64952666.66666666,63265333.333333336,16679485.0,-6758219.0,0.0,46888000.0,2.5793755261230613,6517702.666666667,238556666.66666663,0.5022070024776125,825000.0,25586.527413362222,12.489857705394028,0.142962633848023,8904000.0,632000.0,353.63354529564134,46612666.66666666,97.94485530854188,0.5398127283640757,0.3209510125128381,0.1813373895346034,38269666.66666666,97.94485530854188,105843757.33333331,0.0333306410963096,36.15172007876489,38269666.66666666,191944000.0,0.384022,76287836.33333333,0.6494171213936752,0.1950641635997566,93500666.66666669,0,SHLS,"Shoals Technologies Group, Inc."
142.3861169159808,1.3075599588289275,48755593.333333336,0.0438249841370584,0.7704107317836769,525183685.3333333,15322704868.464697,825633127.6666666,203.0930855981445,0.6119754279268306,20.97870777868017,11274145445.333334,1.7824189981483929,2020.0,810925173.0,616688959.6666666,2265000284.6666665,1221579964.0,810925173.0,-7417737038.666667,4202963414.0,6439650605.0,3.563968266739307,5128424.333333333,53161616205.333336,11.237682496693973,1871739625.3333333,54.74575977332512,0.3409615573345572,-0.2842075350150794,5943585929.0,30137192781.33333,1.3075599588289275,1116151454.0,111.5880328911158,0.3243229266290398,0.4630297006842714,262.00600012285526,2293870402.333333,111.5880328911158,47301331.66666666,0.0001341851092759,0.1606807266015422,6496833816.333333,51209226966.333336,5.293333333333333,2514737347.6666665,0.662594094452826,0.0277780943720316,8392039844.0,0,JKS,"JinkoSolar Holding Co., Ltd."
13.187044293437324,2.015470084421653,1209057666.6666667,0.0616058552639342,0.44591511819969,1787907666.6666667,41108579755.66666,0.0,124.62462439855126,0.561712192232677,12.494334192300478,0.0,6.06644482366067,2020.0,3210723000.0,1681787000.0,7617955333.333333,1870965666.6666667,3210723000.0,-3634159000.0,297753666.6666667,2798401000.0,4.953182602823865,16734333.333333334,17563647666.666668,1.3907843564776126,664141000.0,13.611608522947304,2.33862897387052,-0.2959632476155581,5471211000.0,6082849000.0,2.015470084421653,1768069666.6666667,124.62462439855126,0.1208991638211323,-0.0081630898673539,17.18213984328333,712739666.6666666,124.62462439855126,1209057666.6666667,0.000947210312519,0.0524119862731249,1010493333.3333334,15795578000.0,1.3930613708454007,4644340333.333333,0.4612403726824703,0.1002951579027168,4566470666.666667,0,AACAY,AAC Technologies Holdings Inc.
0.0,-1.225702660261503,246806980.3333333,-2.94389324728038,48.48750220595684,0.0,79161180.24666667,278088.6666666667,0.0,-0.3333333333333333,-259.2425764922317,1732.3333333333333,-90.94296080946276,2020.0,-371015.3333333333,-12388219.666666666,-2080033.6666666667,-12388219.666666666,-371015.3333333333,-952.6666666666666,0.0,12277848.0,-0.3333333333333333,11397899.666666666,0.0,-0.0483103094685811,-992.0,-259.8515580844136,0.0,-0.1005593681490295,26985.666666666668,9731.666666666666,-1.225702660261503,-12291181.333333334,0.0,184.4265426406673,0.0,0.0005690199096007,12277848.0,0.0,246806980.3333333,0.0,0.6732905151778498,12277848.0,12277848.0,-0.0515076666666666,-12250848.0,0.0,0.0,0.0,0,GSTX,Graphene & Solar Technologies Limited
124.31207503127928,2.7812984241225163,432146333.3333333,0.0724047626064644,0.3810798813678893,1349054333.3333333,52108275672.0,161106666.66666666,172.05532688800594,0.5380266651429274,18.98319837327124,943230500.0,9.630872637323524,2021.0,3072986000.0,1786581333.3333333,1487705200.0,1913026666.6666667,3072986000.0,435211333.3333333,0.0,2955839000.0,1.0126103937613768,238872000.0,8311765000.0,3.966579249808921,274083333.3333333,20.85562307156464,7.085758640571543,0.2964972414154508,1227382000.0,1935601000.0,2.7812984241225163,2156381666.6666665,121.6820490144841,0.4673642886952346,0.2943314022571641,51.95004168901254,0.0,121.6820490144841,428440333.3333333,0.027272823010908,0.5658917127361008,947172000.0,6018282666.666667,3.9966666666666666,3517670333.333333,0.2445947214313501,0.2721041074246162,5249321333.333333,0,ADI,"Analog Devices, Inc."
106.73321195904312,134.52910031166667,82805000.0,-0.0252121212121212,0.925160370634355,0.0,41165904695.37,0.0,111.46127810511572,1.963903664355373,-15.869662565678489,142281500.0,-0.5909090909090909,2021.0,-2594000000.0,-287000000.0,2002000000.0,-286000000.0,-2594000000.0,-627000000.0,479000000.0,2033000000.0,24.96663776079166,39000000.0,12814000000.0,-0.7601351222950148,307000000.0,-17.940209982794908,3.2125725530958325,-3.263558246714397,329000000.0,16188000000.0,134.52910031166667,-104000000.0,105.59347726228756,1.311724612468945,1.2937171589339782,1.7229729438687005,1554000000.0,105.59347726228756,82805000.0,0.0030435461214296,-0.7111442082932611,2033000000.0,12918000000.0,-1.63,147000000.0,1.826657163221668,-0.0081161229904791,1929000000.0,1,CVNA,Carvana Co.
-28787.66255138899,1.5073220586073763,91621123.0,-0.1710319794054713,0.0840194944953749,0.0,1090888448.49,-3536333.333333333,27.05530334639336,43.847482406738216,-32.85648250973667,12908666.666666666,-477.3644475065892,2021.0,-47614000.0,5012000.0,339789000.0,-180547000.0,-47614000.0,-221142666.66666663,0.0,300097333.3333333,5.723317666649219,24980000.0,161498333.33333334,-1.347061176515485,35380333.333333336,-23.492724905010974,23.547792960034663,-1.9781828120782865,181045666.66666663,-98678333.33333331,1.5073220586073763,-184792333.3333333,0.0,4.182797090635841,5.877828937304688,9.79423202598259,0.0,0.0,91621123.0,0.2049793560244273,1.5661441568464394,55044000.0,329571333.3333333,-1.3433333333333335,-160737666.66666666,0.1262532782489643,-1.2273478994550306,132024333.33333331,0,RIOT,"Riot Platforms, Inc."
